image_id,dim0,dim1
00026346_018,1024,1024
00027765_000,1024,1024
00016888_001,1024,1024
00018253_079,1024,1024
00014024_003,1024,1024
00000627_036,1024,1024
00015551_005,1024,1024
00028572_015,1024,1024
00021307_008,1024,1024
00005638_003,1024,1024
00017610_000,1024,1024
00016051_021,1024,1024
00026777_000,1024,1024
00023065_031,1024,1024
00004840_000,1024,1024
00009613_006,1024,1024
00029180_000,1024,1024
00010775_009,1024,1024
00005259_003,1024,1024
00016256_000,1024,1024
00002058_004,1024,1024
00001847_004,1024,1024
00017835_030,1024,1024
00005682_011,1024,1024
00025844_010,1024,1024
00011104_004,1024,1024
00020438_014,1024,1024
00002570_001,1024,1024
00011548_019,1024,1024
00021127_018,1024,1024
00009912_000,1024,1024
00013659_029,1024,1024
00027415_025,1024,1024
00030636_012,1024,1024
00007161_000,1024,1024
00009997_000,1024,1024
00006008_001,1024,1024
00007395_000,1024,1024
00029902_001,1024,1024
00015175_001,1024,1024
00009437_011,1024,1024
00000652_005,1024,1024
00021942_006,1024,1024
00007216_000,1024,1024
00005712_020,1024,1024
00011497_000,1024,1024
00005562_001,1024,1024
00015494_000,1024,1024
00017716_000,1024,1024
00001836_004,1024,1024
00018921_041,1024,1024
00008911_022,1024,1024
00002633_005,1024,1024
00016481_003,1024,1024
00007286_005,1024,1024
00009574_024,1024,1024
00026013_002,1024,1024
00008335_000,1024,1024
00004342_016,1024,1024
00012834_113,1024,1024
00011481_011,1024,1024
00011669_001,1024,1024
00007992_002,1024,1024
00001338_002,1024,1024
00016205_006,1024,1024
00021035_020,1024,1024
00018329_004,1024,1024
00030182_000,1024,1024
00010481_021,1024,1024
00025252_022,1024,1024
00005845_002,1024,1024
00007779_004,1024,1024
00022335_021,1024,1024
00016784_002,1024,1024
00013613_027,1024,1024
00008468_065,1024,1024
00003343_000,1024,1024
00004844_000,1024,1024
00000963_011,1024,1024
00028986_000,1024,1024
00005391_002,1024,1024
00018304_010,1024,1024
00014393_001,1024,1024
00015406_012,1024,1024
00022963_000,1024,1024
00004507_000,1024,1024
00020648_004,1024,1024
00005200_001,1024,1024
00009363_000,1024,1024
00013750_026,1024,1024
00026219_000,1024,1024
00015078_009,1024,1024
00011904_000,1024,1024
00008009_000,1024,1024
00010270_006,1024,1024
00016736_001,1024,1024
00012491_000,1024,1024
00005066_011,1024,1024
00007124_000,1024,1024
00006948_000,1024,1024
00026925_005,1024,1024
00023982_000,1024,1024
00017207_013,1024,1024
00025752_001,1024,1024
00010843_000,1024,1024
00019863_009,1024,1024
00012535_000,1024,1024
00010910_000,1024,1024
00018687_001,1024,1024
00013262_003,1024,1024
00026740_000,1024,1024
00017013_001,1024,1024
00029867_000,1024,1024
00022537_001,1024,1024
00004209_002,1024,1024
00010020_009,1024,1024
00002854_000,1024,1024
00010165_003,1024,1024
00029142_006,1024,1024
00026602_000,1024,1024
00007827_000,1024,1024
00025290_015,1024,1024
00022173_000,1024,1024
00005421_001,1024,1024
00027589_001,1024,1024
00002048_015,1024,1024
00006875_016,1024,1024
00018000_002,1024,1024
00025360_008,1024,1024
00001075_004,1024,1024
00026925_003,1024,1024
00021117_000,1024,1024
00006752_003,1024,1024
00029479_003,1024,1024
00020471_006,1024,1024
00027905_002,1024,1024
00029745_001,1024,1024
00027708_000,1024,1024
00013285_015,1024,1024
00029563_001,1024,1024
00016995_000,1024,1024
00013996_005,1024,1024
00010314_002,1024,1024
00005742_009,1024,1024
00000272_003,1024,1024
00020703_009,1024,1024
00028963_001,1024,1024
00008168_009,1024,1024
00018037_018,1024,1024
00011949_000,1024,1024
00025542_004,1024,1024
00015355_004,1024,1024
00009727_021,1024,1024
00014130_001,1024,1024
00003673_000,1024,1024
00004121_004,1024,1024
00001297_001,1024,1024
00030650_002,1024,1024
00025624_002,1024,1024
00011717_000,1024,1024
00013429_002,1024,1024
00005204_001,1024,1024
00023949_000,1024,1024
00013601_008,1024,1024
00027316_000,1024,1024
00016809_001,1024,1024
00025461_001,1024,1024
00004092_000,1024,1024
00016177_009,1024,1024
00005895_024,1024,1024
00007352_000,1024,1024
00024905_000,1024,1024
00029431_003,1024,1024
00022884_000,1024,1024
00021347_000,1024,1024
00025825_000,1024,1024
00021381_009,1024,1024
00029679_000,1024,1024
00017108_000,1024,1024
00007620_001,1024,1024
00023684_003,1024,1024
00000751_000,1024,1024
00013685_033,1024,1024
00011355_009,1024,1024
00019303_000,1024,1024
00027997_002,1024,1024
00005267_001,1024,1024
00013917_038,1024,1024
00028974_000,1024,1024
00017691_008,1024,1024
00016293_004,1024,1024
00010092_051,1024,1024
00012782_001,1024,1024
00027110_000,1024,1024
00000996_001,1024,1024
00028803_005,1024,1024
00009769_001,1024,1024
00022312_001,1024,1024
00004893_036,1024,1024
00006569_000,1024,1024
00019124_056,1024,1024
00019044_002,1024,1024
00001529_004,1024,1024
00025181_014,1024,1024
00016422_002,1024,1024
00006769_010,1024,1024
00014677_002,1024,1024
00007442_008,1024,1024
00030789_000,1024,1024
00020405_009,1024,1024
00018436_000,1024,1024
00028705_000,1024,1024
00016291_002,1024,1024
00006725_002,1024,1024
00019486_001,1024,1024
00015594_001,1024,1024
00027584_002,1024,1024
00007133_008,1024,1024
00006237_011,1024,1024
00010452_000,1024,1024
00028158_000,1024,1024
00029423_002,1024,1024
00009437_006,1024,1024
00019765_010,1024,1024
00003393_021,1024,1024
00017618_002,1024,1024
00011804_000,1024,1024
00005746_003,1024,1024
00029808_009,1024,1024
00025115_000,1024,1024
00004959_007,1024,1024
00015687_000,1024,1024
00018739_014,1024,1024
00001385_004,1024,1024
00005132_000,1024,1024
00017138_012,1024,1024
00006522_001,1024,1024
00021229_000,1024,1024
00001717_000,1024,1024
00012054_000,1024,1024
00007485_000,1024,1024
00014265_018,1024,1024
00018251_014,1024,1024
00014710_008,1024,1024
00013261_009,1024,1024
00015070_003,1024,1024
00004298_000,1024,1024
00012120_000,1024,1024
00014368_009,1024,1024
00026836_001,1024,1024
00009702_002,1024,1024
00002479_002,1024,1024
00030079_033,1024,1024
00021495_005,1024,1024
00008233_003,1024,1024
00008498_000,1024,1024
00002775_007,1024,1024
00019706_016,1024,1024
00002271_001,1024,1024
00017541_020,1024,1024
00012687_011,1024,1024
00028208_036,1024,1024
00020326_021,1024,1024
00005680_003,1024,1024
00004088_001,1024,1024
00007322_030,1024,1024
00005694_004,1024,1024
00017105_002,1024,1024
00012227_001,1024,1024
00022416_039,1024,1024
00002457_002,1024,1024
00012082_001,1024,1024
00022006_000,1024,1024
00019959_003,1024,1024
00020398_001,1024,1024
00014731_011,1024,1024
00015414_015,1024,1024
00007126_000,1024,1024
00029041_001,1024,1024
00003028_038,1024,1024
00011380_020,1024,1024
00010828_032,1024,1024
00026024_004,1024,1024
00026954_005,1024,1024
00009892_016,1024,1024
00016124_003,1024,1024
00009231_011,1024,1024
00019593_007,1024,1024
00016429_008,1024,1024
00013670_050,1024,1024
00029039_004,1024,1024
00000116_019,1024,1024
00002003_008,1024,1024
00022208_010,1024,1024
00012667_000,1024,1024
00011837_015,1024,1024
00016429_024,1024,1024
00006875_008,1024,1024
00018794_000,1024,1024
00007056_007,1024,1024
00030159_015,1024,1024
00017985_008,1024,1024
00023414_000,1024,1024
00018464_013,1024,1024
00010548_009,1024,1024
00002048_009,1024,1024
00001373_010,1024,1024
00011770_004,1024,1024
00003635_004,1024,1024
00003482_001,1024,1024
00006281_002,1024,1024
00014004_013,1024,1024
00010613_014,1024,1024
00013144_000,1024,1024
00003079_000,1024,1024
00006249_003,1024,1024
00030471_004,1024,1024
00009925_041,1024,1024
00007735_041,1024,1024
00022825_001,1024,1024
00012825_000,1024,1024
00018037_015,1024,1024
00008522_017,1024,1024
00002548_002,1024,1024
00011925_019,1024,1024
00012659_004,1024,1024
00004746_018,1024,1024
00000096_006,1024,1024
00026120_001,1024,1024
00022826_002,1024,1024
00014223_028,1024,1024
00017612_001,1024,1024
00002316_001,1024,1024
00001294_000,1024,1024
00026132_026,1024,1024
00011154_002,1024,1024
00010060_038,1024,1024
00013849_019,1024,1024
00003895_000,1024,1024
00018986_000,1024,1024
00020904_006,1024,1024
00014358_016,1024,1024
00009231_007,1024,1024
00023875_000,1024,1024
00022290_018,1024,1024
00009435_000,1024,1024
00007716_003,1024,1024
00016672_003,1024,1024
00009798_014,1024,1024
00018157_000,1024,1024
00018142_002,1024,1024
00015530_065,1024,1024
00012163_002,1024,1024
00026236_001,1024,1024
00019137_002,1024,1024
00011087_001,1024,1024
00030079_049,1024,1024
00028317_012,1024,1024
00004856_000,1024,1024
00019038_000,1024,1024
00008748_006,1024,1024
00003303_000,1024,1024
00008062_001,1024,1024
00012176_012,1024,1024
00018224_009,1024,1024
00021024_001,1024,1024
00006372_002,1024,1024
00017641_008,1024,1024
00009723_000,1024,1024
00004069_002,1024,1024
00001173_000,1024,1024
00017263_000,1024,1024
00026994_002,1024,1024
00020373_004,1024,1024
00017710_006,1024,1024
00003801_002,1024,1024
00017304_000,1024,1024
00020838_000,1024,1024
00017651_005,1024,1024
00026810_023,1024,1024
00029225_000,1024,1024
00004344_037,1024,1024
00011130_008,1024,1024
00030635_007,1024,1024
00002798_001,1024,1024
00014650_000,1024,1024
00014475_000,1024,1024
00025652_002,1024,1024
00009365_026,1024,1024
00010007_169,1024,1024
00004929_000,1024,1024
00009600_003,1024,1024
00002674_000,1024,1024
00012174_000,1024,1024
00010815_006,1024,1024
00012011_000,1024,1024
00003056_003,1024,1024
00008303_000,1024,1024
00019611_002,1024,1024
00020450_009,1024,1024
00003292_009,1024,1024
00006338_002,1024,1024
00024726_000,1024,1024
00011021_022,1024,1024
00010293_001,1024,1024
00028890_008,1024,1024
00015167_002,1024,1024
00007007_016,1024,1024
00007932_011,1024,1024
00017714_008,1024,1024
00028392_000,1024,1024
00010284_000,1024,1024
00000289_001,1024,1024
00017089_004,1024,1024
00019710_001,1024,1024
00019549_004,1024,1024
00007540_000,1024,1024
00000467_013,1024,1024
00011925_004,1024,1024
00012576_014,1024,1024
00021277_010,1024,1024
00028518_003,1024,1024
00019594_002,1024,1024
00017714_037,1024,1024
00006406_000,1024,1024
00006949_001,1024,1024
00016972_024,1024,1024
00018509_002,1024,1024
00010445_001,1024,1024
00012144_014,1024,1024
00017641_015,1024,1024
00002529_020,1024,1024
00004800_003,1024,1024
00015700_021,1024,1024
00009863_007,1024,1024
00022309_000,1024,1024
00004464_001,1024,1024
00010092_042,1024,1024
00019786_001,1024,1024
00008008_068,1024,1024
00012794_001,1024,1024
00030152_003,1024,1024
00013249_039,1024,1024
00004461_015,1024,1024
00027311_001,1024,1024
00014149_035,1024,1024
00013214_001,1024,1024
00010805_037,1024,1024
00011723_025,1024,1024
00010367_010,1024,1024
00010479_009,1024,1024
00015843_005,1024,1024
00013392_001,1024,1024
00016034_000,1024,1024
00022362_000,1024,1024
00012086_007,1024,1024
00021821_003,1024,1024
00026702_000,1024,1024
00000175_001,1024,1024
00010842_001,1024,1024
00019535_000,1024,1024
00004381_038,1024,1024
00005274_001,1024,1024
00018245_005,1024,1024
00007138_011,1024,1024
00002032_004,1024,1024
00010953_011,1024,1024
00016291_018,1024,1024
00022310_008,1024,1024
00019576_024,1024,1024
00001907_000,1024,1024
00001256_007,1024,1024
00009736_016,1024,1024
00009992_002,1024,1024
00027446_002,1024,1024
00022693_000,1024,1024
00005499_003,1024,1024
00005504_011,1024,1024
00015044_015,1024,1024
00017236_063,1024,1024
00027394_000,1024,1024
00024360_000,1024,1024
00001101_018,1024,1024
00023273_000,1024,1024
00030076_000,1024,1024
00020248_006,1024,1024
00017044_015,1024,1024
00011544_021,1024,1024
00003685_004,1024,1024
00013374_000,1024,1024
00020158_020,1024,1024
00018117_000,1024,1024
00006462_010,1024,1024
00014034_011,1024,1024
00028023_000,1024,1024
00003510_014,1024,1024
00007731_004,1024,1024
00009507_017,1024,1024
00008888_014,1024,1024
00001581_001,1024,1024
00010007_164,1024,1024
00007906_000,1024,1024
00005759_007,1024,1024
00010698_035,1024,1024
00028774_031,1024,1024
00026904_004,1024,1024
00004395_000,1024,1024
00027861_001,1024,1024
00020195_018,1024,1024
00001972_001,1024,1024
00007018_007,1024,1024
00014365_000,1024,1024
00010120_020,1024,1024
00002552_000,1024,1024
00013992_021,1024,1024
00024328_000,1024,1024
00017515_004,1024,1024
00018724_013,1024,1024
00009321_008,1024,1024
00014749_000,1024,1024
00030268_000,1024,1024
00019576_065,1024,1024
00019503_000,1024,1024
00018584_002,1024,1024
00023816_000,1024,1024
00011731_006,1024,1024
00006417_000,1024,1024
00020383_003,1024,1024
00017417_000,1024,1024
00000764_000,1024,1024
00011328_005,1024,1024
00001637_002,1024,1024
00020534_001,1024,1024
00002331_001,1024,1024
00013572_013,1024,1024
00022234_000,1024,1024
00021843_002,1024,1024
00015833_002,1024,1024
00018019_007,1024,1024
00030079_032,1024,1024
00005504_013,1024,1024
00013685_006,1024,1024
00020991_000,1024,1024
00017761_001,1024,1024
00001968_000,1024,1024
00006952_008,1024,1024
00002355_006,1024,1024
00001255_018,1024,1024
00021770_015,1024,1024
00028431_001,1024,1024
00016103_007,1024,1024
00010092_000,1024,1024
00017123_000,1024,1024
00004878_000,1024,1024
00018249_008,1024,1024
00025181_009,1024,1024
00011683_059,1024,1024
00026865_000,1024,1024
00001208_004,1024,1024
00017492_001,1024,1024
00028509_040,1024,1024
00023269_003,1024,1024
00014032_010,1024,1024
00028324_001,1024,1024
00018614_005,1024,1024
00015449_002,1024,1024
00013384_001,1024,1024
00005797_000,1024,1024
00013685_046,1024,1024
00016009_018,1024,1024
00027961_000,1024,1024
00027498_000,1024,1024
00010509_004,1024,1024
00015070_006,1024,1024
00016177_014,1024,1024
00009218_018,1024,1024
00006642_014,1024,1024
00005810_000,1024,1024
00000545_004,1024,1024
00027565_000,1024,1024
00018997_001,1024,1024
00015187_003,1024,1024
00022539_000,1024,1024
00009328_000,1024,1024
00004604_001,1024,1024
00027929_001,1024,1024
00030438_000,1024,1024
00006537_000,1024,1024
00016787_002,1024,1024
00022384_000,1024,1024
00015556_029,1024,1024
00000814_005,1024,1024
00010996_003,1024,1024
00025448_001,1024,1024
00002927_003,1024,1024
00027479_007,1024,1024
00014822_038,1024,1024
00020691_000,1024,1024
00001301_048,1024,1024
00016429_021,1024,1024
00011906_002,1024,1024
00010432_000,1024,1024
00000175_002,1024,1024
00006409_000,1024,1024
00021997_000,1024,1024
00005876_000,1024,1024
00026201_004,1024,1024
00015606_006,1024,1024
00021674_001,1024,1024
00003789_002,1024,1024
00017981_031,1024,1024
00020745_001,1024,1024
00006981_012,1024,1024
00006966_000,1024,1024
00005773_003,1024,1024
00027656_001,1024,1024
00025445_000,1024,1024
00017718_001,1024,1024
00000265_004,1024,1024
00019216_003,1024,1024
00008232_012,1024,1024
00027130_000,1024,1024
00010060_042,1024,1024
00004614_000,1024,1024
00017240_000,1024,1024
00013616_044,1024,1024
00026670_001,1024,1024
00009239_011,1024,1024
00000376_007,1024,1024
00023180_000,1024,1024
00030520_000,1024,1024
00013342_002,1024,1024
00025303_002,1024,1024
00027676_007,1024,1024
00006706_001,1024,1024
00013594_027,1024,1024
00006271_026,1024,1024
00001149_000,1024,1024
00006294_006,1024,1024
00024545_000,1024,1024
00010664_003,1024,1024
00007670_008,1024,1024
00009736_008,1024,1024
00012892_012,1024,1024
00000816_000,1024,1024
00016134_002,1024,1024
00018808_001,1024,1024
00016861_007,1024,1024
00019130_001,1024,1024
00004415_000,1024,1024
00028249_000,1024,1024
00013037_001,1024,1024
00014144_000,1024,1024
00012291_013,1024,1024
00003109_011,1024,1024
00024611_000,1024,1024
00000268_001,1024,1024
00001087_000,1024,1024
00021170_003,1024,1024
00003466_000,1024,1024
00006434_003,1024,1024
00002492_005,1024,1024
00000359_006,1024,1024
00001906_002,1024,1024
00011752_016,1024,1024
00026451_027,1024,1024
00019092_013,1024,1024
00001698_004,1024,1024
00006841_002,1024,1024
00013476_000,1024,1024
00026946_001,1024,1024
00000974_008,1024,1024
00002718_004,1024,1024
00020090_000,1024,1024
00023316_004,1024,1024
00019035_000,1024,1024
00015313_016,1024,1024
00010864_015,1024,1024
00009867_005,1024,1024
00028456_000,1024,1024
00006500_002,1024,1024
00004075_000,1024,1024
00014264_012,1024,1024
00005712_002,1024,1024
00021275_007,1024,1024
00030634_000,1024,1024
00004809_003,1024,1024
00002290_000,1024,1024
00029016_000,1024,1024
00004102_001,1024,1024
00013443_000,1024,1024
00008230_022,1024,1024
00030045_000,1024,1024
00009796_000,1024,1024
00024318_000,1024,1024
00016649_017,1024,1024
00002790_003,1024,1024
00009953_002,1024,1024
00016291_025,1024,1024
00020837_000,1024,1024
00013625_040,1024,1024
00015556_025,1024,1024
00000432_000,1024,1024
00017424_004,1024,1024
00021840_009,1024,1024
00003789_000,1024,1024
00017835_025,1024,1024
00007330_001,1024,1024
00008295_021,1024,1024
00015973_000,1024,1024
00010346_001,1024,1024
00024904_000,1024,1024
00013260_009,1024,1024
00011814_009,1024,1024
00019498_000,1024,1024
00025621_007,1024,1024
00007864_002,1024,1024
00018035_000,1024,1024
00004911_028,1024,1024
00005478_000,1024,1024
00020213_034,1024,1024
00028131_006,1024,1024
00019927_008,1024,1024
00022829_000,1024,1024
00014520_014,1024,1024
00003438_001,1024,1024
00000946_000,1024,1024
00004340_005,1024,1024
00018555_003,1024,1024
00007354_020,1024,1024
00015548_001,1024,1024
00013951_001,1024,1024
00006160_001,1024,1024
00020680_000,1024,1024
00012146_002,1024,1024
00020607_001,1024,1024
00021253_003,1024,1024
00019549_000,1024,1024
00008051_014,1024,1024
00002524_032,1024,1024
00011802_000,1024,1024
00002381_006,1024,1024
00026586_001,1024,1024
00012756_000,1024,1024
00010188_005,1024,1024
00016298_001,1024,1024
00014782_000,1024,1024
00016942_004,1024,1024
00010384_029,1024,1024
00015007_009,1024,1024
00025623_007,1024,1024
00029494_000,1024,1024
00029035_003,1024,1024
00003381_001,1024,1024
00029976_011,1024,1024
00009524_008,1024,1024
00004761_002,1024,1024
00025849_043,1024,1024
00025997_002,1024,1024
00011925_010,1024,1024
00023487_008,1024,1024
00000820_003,1024,1024
00019895_003,1024,1024
00013714_009,1024,1024
00007903_002,1024,1024
00028353_000,1024,1024
00010973_008,1024,1024
00014022_073,1024,1024
00030320_005,1024,1024
00007658_002,1024,1024
00025260_000,1024,1024
00018362_010,1024,1024
00022869_005,1024,1024
00026911_008,1024,1024
00011579_007,1024,1024
00005372_005,1024,1024
00019846_000,1024,1024
00020149_000,1024,1024
00014664_006,1024,1024
00030300_008,1024,1024
00013606_000,1024,1024
00027285_002,1024,1024
00012834_035,1024,1024
00003843_000,1024,1024
00026068_000,1024,1024
00003076_001,1024,1024
00012884_008,1024,1024
00002678_007,1024,1024
00021377_018,1024,1024
00010426_000,1024,1024
00020978_008,1024,1024
00024145_000,1024,1024
00016508_008,1024,1024
00010460_000,1024,1024
00006980_000,1024,1024
00024301_000,1024,1024
00012340_000,1024,1024
00005586_001,1024,1024
00014320_012,1024,1024
00021499_007,1024,1024
00006925_004,1024,1024
00014750_000,1024,1024
00023033_010,1024,1024
00014201_000,1024,1024
00003282_001,1024,1024
00021586_003,1024,1024
00013128_004,1024,1024
00013756_000,1024,1024
00020065_008,1024,1024
00022684_006,1024,1024
00004832_004,1024,1024
00015680_000,1024,1024
00002725_000,1024,1024
00029105_023,1024,1024
00013832_000,1024,1024
00004866_000,1024,1024
00015646_034,1024,1024
00010805_015,1024,1024
00028232_002,1024,1024
00021057_001,1024,1024
00001106_000,1024,1024
00006952_011,1024,1024
00025238_004,1024,1024
00005403_027,1024,1024
00016837_005,1024,1024
00007154_001,1024,1024
00002437_047,1024,1024
00001347_002,1024,1024
00011606_009,1024,1024
00015956_012,1024,1024
00017213_002,1024,1024
00010274_000,1024,1024
00002395_007,1024,1024
00026341_003,1024,1024
00006653_006,1024,1024
00017138_027,1024,1024
00004579_004,1024,1024
00012935_009,1024,1024
00010623_000,1024,1024
00003621_000,1024,1024
00000709_000,1024,1024
00028661_004,1024,1024
00026432_004,1024,1024
00001206_002,1024,1024
00001047_002,1024,1024
00008084_002,1024,1024
00004381_014,1024,1024
00016842_003,1024,1024
00026774_000,1024,1024
00000627_033,1024,1024
00020673_048,1024,1024
00019468_000,1024,1024
00003407_007,1024,1024
00012284_000,1024,1024
00000116_013,1024,1024
00005908_000,1024,1024
00004893_054,1024,1024
00009953_035,1024,1024
00025527_002,1024,1024
00007144_000,1024,1024
00022599_000,1024,1024
00014934_005,1024,1024
00000872_006,1024,1024
00002119_001,1024,1024
00019894_040,1024,1024
00002524_013,1024,1024
00007980_001,1024,1024
00020450_014,1024,1024
00000569_005,1024,1024
00029437_005,1024,1024
00018872_001,1024,1024
00009709_010,1024,1024
00017818_001,1024,1024
00012324_000,1024,1024
00018629_000,1024,1024
00001526_007,1024,1024
00025958_001,1024,1024
00009193_001,1024,1024
00011768_000,1024,1024
00014265_009,1024,1024
00008040_003,1024,1024
00016414_000,1024,1024
00013616_027,1024,1024
00008749_002,1024,1024
00009613_003,1024,1024
00002623_000,1024,1024
00018044_023,1024,1024
00017972_040,1024,1024
00008708_010,1024,1024
00004090_002,1024,1024
00011454_003,1024,1024
00007109_006,1024,1024
00018023_000,1024,1024
00016786_005,1024,1024
00001018_000,1024,1024
00006684_000,1024,1024
00018865_037,1024,1024
00011379_029,1024,1024
00018811_001,1024,1024
00011925_009,1024,1024
00005248_001,1024,1024
00014034_015,1024,1024
00008724_000,1024,1024
00012626_012,1024,1024
00009716_000,1024,1024
00021018_000,1024,1024
00025994_005,1024,1024
00020385_001,1024,1024
00008015_000,1024,1024
00006942_000,1024,1024
00006985_006,1024,1024
00021086_009,1024,1024
00019863_005,1024,1024
00005889_000,1024,1024
00013774_028,1024,1024
00006035_003,1024,1024
00025103_000,1024,1024
00019618_000,1024,1024
00003076_000,1024,1024
00027128_001,1024,1024
00008445_003,1024,1024
00026139_002,1024,1024
00020151_000,1024,1024
00019271_024,1024,1024
00021582_001,1024,1024
00014526_000,1024,1024
00000231_005,1024,1024
00026785_010,1024,1024
00006642_043,1024,1024
00000324_001,1024,1024
00003426_008,1024,1024
00012270_006,1024,1024
00027652_007,1024,1024
00018507_001,1024,1024
00010478_011,1024,1024
00007658_004,1024,1024
00003296_002,1024,1024
00016926_003,1024,1024
00025634_000,1024,1024
00009925_042,1024,1024
00020326_097,1024,1024
00013615_056,1024,1024
00007131_000,1024,1024
00006660_000,1024,1024
00014379_006,1024,1024
00006854_000,1024,1024
00025070_000,1024,1024
00019259_003,1024,1024
00017920_010,1024,1024
00014052_003,1024,1024
00026599_000,1024,1024
00022727_000,1024,1024
00003822_001,1024,1024
00029027_000,1024,1024
00003124_000,1024,1024
00027337_000,1024,1024
00021565_020,1024,1024
00027278_006,1024,1024
00029064_000,1024,1024
00025230_001,1024,1024
00009916_001,1024,1024
00025360_002,1024,1024
00005966_010,1024,1024
00020076_001,1024,1024
00026110_001,1024,1024
00027242_001,1024,1024
00010887_026,1024,1024
00023853_000,1024,1024
00030059_006,1024,1024
00001483_022,1024,1024
00026399_010,1024,1024
00025394_002,1024,1024
00006484_000,1024,1024
00022763_000,1024,1024
00004750_000,1024,1024
00017635_004,1024,1024
00025358_000,1024,1024
00003996_016,1024,1024
00013849_007,1024,1024
00014438_005,1024,1024
00016615_002,1024,1024
00019772_001,1024,1024
00003064_050,1024,1024
00022881_008,1024,1024
00009321_009,1024,1024
00002466_006,1024,1024
00020261_002,1024,1024
00003129_001,1024,1024
00010007_125,1024,1024
00014129_003,1024,1024
00015895_021,1024,1024
00010700_002,1024,1024
00011495_004,1024,1024
00014253_022,1024,1024
00016522_022,1024,1024
00008756_000,1024,1024
00011632_030,1024,1024
00001214_000,1024,1024
00000957_000,1024,1024
00021782_027,1024,1024
00018253_063,1024,1024
00006258_000,1024,1024
00002856_026,1024,1024
00016177_000,1024,1024
00021023_002,1024,1024
00025442_001,1024,1024
00023190_011,1024,1024
00017662_001,1024,1024
00006866_001,1024,1024
00012094_022,1024,1024
00021277_014,1024,1024
00016942_000,1024,1024
00009517_000,1024,1024
00010773_013,1024,1024
00019322_000,1024,1024
00022458_015,1024,1024
00006637_000,1024,1024
00005049_001,1024,1024
00005026_000,1024,1024
00015442_031,1024,1024
00008348_001,1024,1024
00000790_000,1024,1024
00001989_002,1024,1024
00024752_000,1024,1024
00027213_076,1024,1024
00011178_003,1024,1024
00012603_003,1024,1024
00004061_000,1024,1024
00008626_029,1024,1024
00026096_000,1024,1024
00005750_020,1024,1024
00021584_009,1024,1024
00012146_006,1024,1024
00023587_000,1024,1024
00008707_002,1024,1024
00022596_008,1024,1024
00013613_013,1024,1024
00000766_002,1024,1024
00000549_002,1024,1024
00028290_003,1024,1024
00014167_000,1024,1024
00020398_002,1024,1024
00000531_003,1024,1024
00023297_003,1024,1024
00023085_006,1024,1024
00007075_001,1024,1024
00008008_030,1024,1024
00010225_000,1024,1024
00013982_003,1024,1024
00030636_017,1024,1024
00006767_001,1024,1024
00000083_000,1024,1024
00020565_000,1024,1024
00001989_001,1024,1024
00029666_001,1024,1024
00026733_000,1024,1024
00020408_014,1024,1024
00019762_000,1024,1024
00004009_000,1024,1024
00002193_000,1024,1024
00019767_015,1024,1024
00011391_062,1024,1024
00000080_005,1024,1024
00007589_001,1024,1024
00017206_001,1024,1024
00009349_014,1024,1024
00013826_007,1024,1024
00026818_024,1024,1024
00010695_007,1024,1024
00005254_008,1024,1024
00011167_013,1024,1024
00012487_000,1024,1024
00009727_037,1024,1024
00015078_010,1024,1024
00025480_000,1024,1024
00006906_021,1024,1024
00007007_001,1024,1024
00000154_001,1024,1024
00018254_018,1024,1024
00012863_023,1024,1024
00016422_006,1024,1024
00014626_042,1024,1024
00022481_002,1024,1024
00008925_001,1024,1024
00015109_000,1024,1024
00007920_004,1024,1024
00015448_002,1024,1024
00014604_006,1024,1024
00028725_001,1024,1024
00018541_001,1024,1024
00010007_087,1024,1024
00021610_000,1024,1024
00029207_005,1024,1024
00021586_000,1024,1024
00028873_004,1024,1024
00019151_002,1024,1024
00029713_001,1024,1024
00007781_000,1024,1024
00006481_009,1024,1024
00021495_007,1024,1024
00025303_037,1024,1024
00026342_000,1024,1024
00002156_000,1024,1024
00019790_000,1024,1024
00027553_001,1024,1024
00020146_004,1024,1024
00021847_000,1024,1024
00026828_001,1024,1024
00008105_001,1024,1024
00001260_000,1024,1024
00024821_000,1024,1024
00011606_014,1024,1024
00003361_005,1024,1024
00028803_000,1024,1024
00010850_001,1024,1024
00010548_003,1024,1024
00029036_000,1024,1024
00029608_000,1024,1024
00004904_013,1024,1024
00001654_003,1024,1024
00002777_000,1024,1024
00025087_000,1024,1024
00013876_000,1024,1024
00013686_000,1024,1024
00028879_000,1024,1024
00017724_002,1024,1024
00015929_005,1024,1024
00005502_015,1024,1024
00002537_002,1024,1024
00029380_003,1024,1024
00012146_005,1024,1024
00008701_004,1024,1024
00022668_000,1024,1024
00028433_006,1024,1024
00028582_011,1024,1024
00006731_002,1024,1024
00003758_002,1024,1024
00021969_001,1024,1024
00010740_002,1024,1024
00015266_010,1024,1024
00015259_000,1024,1024
00012962_000,1024,1024
00019753_005,1024,1024
00006372_005,1024,1024
00003610_020,1024,1024
00030284_000,1024,1024
00014112_006,1024,1024
00020408_045,1024,1024
00021124_002,1024,1024
00002980_002,1024,1024
00006271_014,1024,1024
00006329_014,1024,1024
00019406_005,1024,1024
00013209_013,1024,1024
00029190_001,1024,1024
00011460_051,1024,1024
00001500_001,1024,1024
00015171_020,1024,1024
00012144_028,1024,1024
00028509_038,1024,1024
00018921_016,1024,1024
00020832_004,1024,1024
00004992_007,1024,1024
00024680_000,1024,1024
00012304_006,1024,1024
